,date,quarter,department,week_day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,day,month
452,2015-01-26,4,sweing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672,26,1
453,2015-01-26,4,finishing,Monday,7,0.65,3.94,0.0,1440,0,0.0,0,0,8.0,0.646306818,26,1
454,2015-01-26,4,sweing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365,26,1
455,2015-01-26,4,sweing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986,26,1
456,2015-01-27,4,sweing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409,27,1
457,2015-01-27,4,sweing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409,27,1
458,2015-01-27,4,finishing,Tuesday,10,0.8,3.94,0.0,1440,0,0.0,0,0,12.0,0.979527778,27,1
459,2015-01-27,4,finishing,Tuesday,4,0.8,4.3,0.0,1440,0,0.0,0,0,12.0,0.940625,27,1
460,2015-01-27,4,finishing,Tuesday,5,0.5,4.15,0.0,1440,0,0.0,0,0,12.0,0.926388889,27,1
461,2015-01-27,4,sweing,Tuesday,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762,27,1
462,2015-01-27,4,finishing,Tuesday,3,0.75,3.94,0.0,1440,0,0.0,0,0,12.0,0.861875,27,1
463,2015-01-27,4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684,27,1
464,2015-01-27,4,finishing,Tuesday,8,0.65,3.94,0.0,960,0,0.0,0,0,8.0,0.845458333,27,1
465,2015-01-27,4,finishing,Tuesday,12,0.7,4.15,0.0,1080,0,0.0,0,0,9.0,0.823555556,27,1
466,2015-01-27,4,finishing,Tuesday,7,0.5,4.15,0.0,960,0,0.0,0,0,8.0,0.803541667,27,1
467,2015-01-27,4,sweing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218,27,1
468,2015-01-27,4,finishing,Tuesday,2,0.75,3.94,0.0,1200,0,0.0,0,0,10.0,0.788,27,1
469,2015-01-27,4,finishing,Tuesday,1,0.75,3.94,0.0,1200,0,0.0,0,0,10.0,0.77815,27,1
470,2015-01-27,4,sweing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207,27,1
471,2015-01-27,4,sweing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.700164706,27,1
472,2015-01-27,4,sweing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307143,27,1
473,2015-01-27,4,sweing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125,27,1
474,2015-01-27,4,finishing,Tuesday,6,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.6225,27,1
475,2015-01-27,4,sweing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345,27,1
476,2015-01-27,4,sweing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657,27,1
477,2015-01-28,4,sweing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.000230409,28,1
478,2015-01-28,4,sweing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409,28,1
479,2015-01-28,4,finishing,Wednesday,6,0.35,2.9,0.0,1800,0,0.0,0,0,15.0,0.977555556,28,1
480,2015-01-28,4,finishing,Wednesday,1,0.75,3.94,0.0,1200,0,0.0,0,0,10.0,0.9456,28,1
481,2015-01-28,4,finishing,Wednesday,2,0.8,3.94,0.0,1800,0,0.0,0,0,15.0,0.902222222,28,1
482,2015-01-28,4,sweing,Wednesday,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143,28,1
483,2015-01-28,4,sweing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362069,28,1
484,2015-01-28,4,finishing,Wednesday,10,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.840533333,28,1
485,2015-01-28,4,sweing,Wednesday,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483,28,1
486,2015-01-28,4,sweing,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676,28,1
487,2015-01-28,4,finishing,Wednesday,12,0.75,4.08,0.0,1080,0,0.0,0,0,9.0,0.755555556,28,1
488,2015-01-28,4,sweing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.750593103,28,1
489,2015-01-28,4,sweing,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.750283333,28,1
490,2015-01-28,4,finishing,Wednesday,4,0.8,4.3,0.0,1440,0,0.0,0,0,12.0,0.722638889,28,1
491,2015-01-28,4,finishing,Wednesday,8,0.65,4.15,0.0,960,0,0.0,0,0,8.0,0.553333333,28,1
492,2015-01-28,4,sweing,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567308,28,1
493,2015-01-28,4,sweing,Wednesday,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.467693269,28,1
494,2015-01-28,4,sweing,Wednesday,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.437995338,28,1
495,2015-01-28,4,finishing,Wednesday,7,0.6,3.94,0.0,960,0,0.0,0,0,8.0,0.406354167,28,1
496,2015-01-28,4,sweing,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333,28,1
497,2015-01-28,4,finishing,Wednesday,11,0.5,2.9,0.0,960,0,0.0,0,0,8.0,0.259375,28,1
498,2015-01-29,4,sweing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409,29,1
499,2015-01-29,4,finishing,Thursday,4,0.8,4.3,0.0,1200,0,0.0,0,0,10.0,0.989,29,1
500,2015-01-29,4,sweing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965,29,1
501,2015-01-29,4,sweing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008,29,1
502,2015-01-29,4,sweing,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.900129762,29,1
503,2015-01-29,4,finishing,Thursday,6,0.5,2.9,0.0,1200,0,0.0,0,0,10.0,0.899,29,1
504,2015-01-29,4,finishing,Thursday,8,0.65,4.15,0.0,960,0,0.0,0,0,8.0,0.877552083,29,1
505,2015-01-29,4,finishing,Thursday,11,0.6,2.9,0.0,960,0,0.0,0,0,8.0,0.864583333,29,1
506,2015-01-29,4,finishing,Thursday,10,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.85695,29,1
507,2015-01-29,4,finishing,Thursday,1,0.75,3.94,0.0,1200,0,0.0,0,0,10.0,0.853666667,29,1
508,2015-01-29,4,sweing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.850362069,29,1
509,2015-01-29,4,sweing,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.850170115,29,1
510,2015-01-29,4,sweing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729,29,1
511,2015-01-29,4,finishing,Thursday,2,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.773333333,29,1
512,2015-01-29,4,sweing,Thursday,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750646667,29,1
513,2015-01-29,4,finishing,Thursday,12,0.75,4.08,0.0,1080,0,0.0,0,0,9.0,0.634666667,29,1
514,2015-01-29,4,sweing,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761,29,1
515,2015-01-29,4,sweing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677,29,1
516,2015-01-29,4,finishing,Thursday,3,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.4925,29,1
517,2015-01-29,4,sweing,Thursday,7,0.65,23.54,830.0,6600,0,0.0,0,0,55.0,0.48792,29,1
518,2015-01-31,4,sweing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471,31,1
519,2015-01-31,4,sweing,Saturday,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57.0,1.000230409,31,1
520,2015-01-31,4,finishing,Saturday,2,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.971866667,31,1
521,2015-01-31,4,finishing,Saturday,3,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.971866667,31,1
522,2015-01-31,4,finishing,Saturday,4,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.971866667,31,1
523,2015-01-31,4,finishing,Saturday,10,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.971866667,31,1
524,2015-01-31,4,finishing,Saturday,1,0.75,3.94,0.0,1800,0,0.0,0,0,15.0,0.971866667,31,1
525,2015-01-31,4,finishing,Saturday,9,0.75,3.94,0.0,240,0,0.0,0,0,2.0,0.971866667,31,1
526,2015-01-31,4,finishing,Saturday,12,0.75,4.08,0.0,1080,0,0.0,0,0,9.0,0.971866667,31,1
527,2015-01-31,4,finishing,Saturday,5,0.7,3.94,0.0,240,0,0.0,0,0,2.0,0.971866667,31,1
528,2015-01-31,4,finishing,Saturday,7,0.7,3.94,0.0,1200,0,0.0,0,0,10.0,0.971866667,31,1
529,2015-01-31,4,finishing,Saturday,8,0.65,3.94,0.0,960,0,0.0,0,0,8.0,0.971866667,31,1
530,2015-01-31,4,finishing,Saturday,11,0.65,3.94,0.0,600,0,0.0,0,0,5.0,0.971866667,31,1
531,2015-01-31,4,finishing,Saturday,6,0.6,3.94,0.0,1200,0,0.0,0,0,10.0,0.971866667,31,1
532,2015-01-31,4,sweing,Saturday,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905,31,1
533,2015-01-31,4,sweing,Saturday,4,0.8,22.52,1432.0,6660,88,0.0,0,0,57.5,0.900537069,31,1
534,2015-01-31,4,sweing,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526,31,1
535,2015-01-31,4,sweing,Saturday,1,0.75,22.94,1502.0,6960,81,0.0,0,0,58.0,0.850362069,31,1
536,2015-01-31,4,sweing,Saturday,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667,31,1
537,2015-01-31,4,sweing,Saturday,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743,31,1
538,2015-01-31,4,sweing,Saturday,11,0.65,20.1,1417.0,6480,49,0.0,0,0,54.0,0.650148148,31,1
539,2015-01-31,4,sweing,Saturday,6,0.6,18.79,799.0,3960,23,0.0,0,0,33.0,0.600710606,31,1
540,2015-01-31,4,sweing,Saturday,7,0.7,23.54,1109.0,6720,0,0.0,0,0,56.0,0.388830357,31,1
541,2015-01-31,4,sweing,Saturday,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568,31,1
542,2015-02-01,1,finishing,Sunday,8,0.65,4.15,0.0,960,0,0.0,0,0,8.0,1.0115625,1,2
543,2015-02-01,1,sweing,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.000671304,1,2
544,2015-02-01,1,sweing,Sunday,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58.5,1.000402055,1,2
545,2015-02-01,1,finishing,Sunday,1,0.75,3.94,0.0,2280,0,0.0,0,0,19.0,0.950438596,1,2
546,2015-02-01,1,sweing,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965,1,2
547,2015-02-01,1,finishing,Sunday,2,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.912766667,1,2
548,2015-02-01,1,finishing,Sunday,7,0.7,3.94,0.0,2160,0,0.0,0,0,18.0,0.892194444,1,2
549,2015-02-01,1,finishing,Sunday,10,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.8865,1,2
550,2015-02-01,1,sweing,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143,1,2
551,2015-02-01,1,sweing,Sunday,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58.5,0.85011396,1,2
552,2015-02-01,1,finishing,Sunday,4,0.8,4.3,0.0,1440,0,0.0,0,0,12.0,0.845069444,1,2
553,2015-02-01,1,sweing,Sunday,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58.0,0.750593103,1,2
554,2015-02-01,1,sweing,Sunday,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658,1,2
555,2015-02-01,1,finishing,Sunday,12,0.75,4.08,0.0,1080,0,0.0,0,0,9.0,0.702666667,1,2
556,2015-02-01,1,sweing,Sunday,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.700508929,1,2
557,2015-02-01,1,sweing,Sunday,6,0.65,18.79,881.0,3960,26,0.0,0,0,33.0,0.651007071,1,2
558,2015-02-01,1,sweing,Sunday,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.466821212,1,2
559,2015-02-01,1,sweing,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571,1,2
560,2015-02-01,1,finishing,Sunday,6,0.6,2.9,0.0,1200,0,0.0,0,0,10.0,0.314166667,1,2
561,2015-02-02,1,sweing,Monday,1,0.8,22.94,16882.0,7020,113,0.0,0,0,58.5,1.000602279,2,2
562,2015-02-02,1,finishing,Monday,9,0.75,3.94,0.0,960,0,0.0,0,0,8.0,0.994270833,2,2
563,2015-02-02,1,sweing,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405,2,2
564,2015-02-02,1,sweing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152,2,2
565,2015-02-02,1,sweing,Monday,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56.0,0.900129762,2,2
566,2015-02-02,1,finishing,Monday,10,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.85695,2,2
567,2015-02-02,1,finishing,Monday,4,0.8,4.3,0.0,1440,0,0.0,0,0,12.0,0.809236111,2,2
568,2015-02-02,1,sweing,Monday,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.800401961,2,2
569,2015-02-02,1,sweing,Monday,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224,2,2
570,2015-02-02,1,sweing,Monday,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.799963218,2,2
571,2015-02-02,1,finishing,Monday,12,0.75,4.08,0.0,1080,0,0.0,0,0,9.0,0.740444444,2,2
572,2015-02-02,1,sweing,Monday,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148,2,2
573,2015-02-02,1,sweing,Monday,6,0.7,18.79,2984.0,3960,30,0.0,0,0,33.0,0.700354545,2,2
574,2015-02-02,1,finishing,Monday,8,0.65,4.15,0.0,960,0,0.0,0,0,8.0,0.561979167,2,2
575,2015-02-02,1,finishing,Monday,1,0.75,3.94,0.0,2280,0,0.0,0,0,19.0,0.504596491,2,2
576,2015-02-02,1,sweing,Monday,5,0.5,30.1,839.0,6960,0,0.0,0,0,58.0,0.500801724,2,2
577,2015-02-02,1,sweing,Monday,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56.0,0.295307738,2,2
578,2015-02-02,1,finishing,Monday,6,0.6,2.9,0.0,1200,0,0.0,0,0,10.0,0.280333333,2,2
579,2015-02-02,1,sweing,Monday,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788,2,2
580,2015-02-03,1,finishing,Tuesday,2,0.8,3.94,0.0,2400,0,0.0,0,0,20.0,1.001416667,3,2
581,2015-02-03,1,sweing,Tuesday,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551,3,2
582,2015-02-03,1,sweing,Tuesday,10,0.8,22.52,1188.0,6720,90,0.0,0,0,56.0,0.999995238,3,2
583,2015-02-03,1,finishing,Tuesday,1,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.99485,3,2
584,2015-02-03,1,finishing,Tuesday,8,0.7,4.15,0.0,960,0,0.0,0,0,8.0,0.976979167,3,2
585,2015-02-03,1,sweing,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965,3,2
586,2015-02-03,1,sweing,Tuesday,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58.0,0.949981609,3,2
587,2015-02-03,1,finishing,Tuesday,9,0.75,3.94,0.0,1320,0,0.0,0,0,11.0,0.919954545,3,2
588,2015-02-03,1,sweing,Tuesday,4,0.8,22.52,340.0,5460,63,0.0,0,0,56.5,0.800434622,3,2
589,2015-02-03,1,sweing,Tuesday,12,0.8,15.26,1029.0,2040,50,0.0,0,0,35.0,0.800259023,3,2
590,2015-02-03,1,finishing,Tuesday,12,0.8,4.08,0.0,1080,0,0.0,0,0,9.0,0.778222222,3,2
591,2015-02-03,1,sweing,Tuesday,9,0.75,29.12,1070.0,6960,34,0.0,0,0,58.0,0.750593103,3,2
592,2015-02-03,1,sweing,Tuesday,11,0.7,25.31,946.0,5760,60,0.0,0,0,54.0,0.700513566,3,2
593,2015-02-03,1,sweing,Tuesday,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577,3,2
594,2015-02-03,1,sweing,Tuesday,8,0.7,24.26,1363.0,6660,0,0.0,0,0,55.5,0.586465465,3,2
595,2015-02-03,1,sweing,Tuesday,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56.0,0.541517857,3,2
596,2015-02-03,1,finishing,Tuesday,4,0.8,4.3,0.0,1440,0,0.0,0,0,12.0,0.5375,3,2
597,2015-02-03,1,finishing,Tuesday,6,0.7,2.9,0.0,960,0,0.0,0,0,8.0,0.495416667,3,2
598,2015-02-03,1,sweing,Tuesday,5,0.6,30.1,415.0,6960,0,0.0,0,0,58.0,0.415172414,3,2
599,2015-02-04,1,sweing,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058,4,2
600,2015-02-04,1,sweing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57.0,1.000230409,4,2
601,2015-02-04,1,sweing,Wednesday,10,0.8,22.52,1108.0,6720,113,0.0,0,0,56.0,0.999995238,4,2
602,2015-02-04,1,finishing,Wednesday,2,0.8,3.94,0.0,2160,0,0.0,0,0,18.0,0.966759259,4,2
603,2015-02-04,1,finishing,Wednesday,1,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.929183333,4,2
604,2015-02-04,1,finishing,Wednesday,8,0.7,4.15,0.0,3000,0,0.0,0,0,25.0,0.915766667,4,2
605,2015-02-04,1,sweing,Wednesday,1,0.8,22.52,1532.0,6900,88,0.0,0,0,57.5,0.900147246,4,2
606,2015-02-04,1,sweing,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34.0,0.800401961,4,2
607,2015-02-04,1,sweing,Wednesday,9,0.8,22.52,1086.0,6960,50,0.0,0,0,58.0,0.799963218,4,2
608,2015-02-04,1,finishing,Wednesday,7,0.7,3.94,0.0,960,0,0.0,0,0,8.0,0.779791667,4,2
609,2015-02-04,1,finishing,Wednesday,9,0.75,3.94,0.0,960,0,0.0,0,0,8.0,0.755166667,4,2
610,2015-02-04,1,sweing,Wednesday,6,0.7,18.79,941.0,3360,30,0.0,0,0,33.0,0.700710417,4,2
611,2015-02-04,1,sweing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.700612069,4,2
612,2015-02-04,1,sweing,Wednesday,11,0.7,10.05,1042.0,6120,60,0.0,0,0,53.0,0.700278846,4,2
613,2015-02-04,1,sweing,Wednesday,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088,4,2
614,2015-02-04,1,finishing,Wednesday,12,0.8,4.08,0.0,1080,0,0.0,0,0,9.0,0.687555556,4,2
615,2015-02-04,1,sweing,Wednesday,5,0.65,30.1,326.0,5820,0,90.0,10,0,58.5,0.650834808,4,2
616,2015-02-04,1,finishing,Wednesday,6,0.7,2.9,0.0,960,0,0.0,0,0,8.0,0.531666667,4,2
617,2015-02-04,1,sweing,Wednesday,4,0.35,30.1,287.0,6060,23,150.0,15,0,55.5,0.350706422,4,2
618,2015-02-05,1,sweing,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56.5,1.000446018,5,2
619,2015-02-05,1,sweing,Thursday,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57.5,1.000018551,5,2
620,2015-02-05,1,sweing,Thursday,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238,5,2
621,2015-02-05,1,finishing,Thursday,2,0.8,3.94,0.0,2640,0,0.0,0,0,22.0,0.999924242,5,2
622,2015-02-05,1,sweing,Thursday,3,0.8,22.52,1063.0,6840,100,0.0,0,0,57.0,0.950185965,5,2
623,2015-02-05,1,finishing,Thursday,6,0.7,2.9,0.0,960,0,0.0,0,0,8.0,0.9425,5,2
624,2015-02-05,1,finishing,Thursday,12,0.8,4.08,0.0,1080,0,0.0,0,0,9.0,0.906666667,5,2
625,2015-02-05,1,finishing,Thursday,7,0.7,3.94,0.0,1200,0,0.0,0,0,10.0,0.8471,5,2
626,2015-02-05,1,finishing,Thursday,1,0.8,3.94,0.0,1440,0,0.0,0,0,12.0,0.845458333,5,2
627,2015-02-05,1,sweing,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676,5,2
628,2015-02-05,1,sweing,Thursday,9,0.8,29.12,1069.0,6960,50,0.0,0,0,58.0,0.799963218,5,2
629,2015-02-05,1,finishing,Thursday,10,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.771583333,5,2
630,2015-02-05,1,sweing,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504,5,2
631,2015-02-05,1,sweing,Thursday,6,0.7,18.79,766.0,2760,30,0.0,0,0,33.0,0.700079032,5,2
632,2015-02-05,1,sweing,Thursday,5,0.7,30.1,557.0,6960,0,0.0,0,0,58.0,0.562212644,5,2
633,2015-02-05,1,sweing,Thursday,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58.0,0.522844828,5,2
634,2015-02-05,1,sweing,Thursday,4,0.5,30.1,417.0,6360,23,0.0,0,1,53.0,0.500720126,5,2
635,2015-02-05,1,sweing,Thursday,8,0.7,24.26,1167.0,6840,0,0.0,0,0,57.0,0.496549708,5,2
636,2015-02-07,1,finishing,Saturday,2,0.8,3.94,0.0,3000,0,0.0,0,0,25.0,1.050666667,7,2
637,2015-02-07,1,sweing,Saturday,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58.0,1.000018551,7,2
638,2015-02-07,1,sweing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965,7,2
639,2015-02-07,1,sweing,Saturday,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57.0,0.900135693,7,2
640,2015-02-07,1,sweing,Saturday,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56.0,0.900129762,7,2
641,2015-02-07,1,finishing,Saturday,12,0.8,4.08,0.0,1080,0,0.0,0,0,9.0,0.899111111,7,2
642,2015-02-07,1,finishing,Saturday,1,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.870083333,7,2
643,2015-02-07,1,finishing,Saturday,6,0.75,2.9,0.0,960,0,0.0,0,0,8.0,0.845833333,7,2
644,2015-02-07,1,sweing,Saturday,12,0.8,15.26,1021.0,4080,63,0.0,0,0,34.0,0.800401961,7,2
645,2015-02-07,1,sweing,Saturday,9,0.8,29.12,829.0,6960,50,0.0,0,0,58.0,0.799963218,7,2
646,2015-02-07,1,finishing,Saturday,9,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.771583333,7,2
647,2015-02-07,1,sweing,Saturday,6,0.75,18.79,813.0,1560,34,0.0,0,0,33.0,0.750520115,7,2
648,2015-02-07,1,sweing,Saturday,11,0.75,10.05,677.0,3240,45,0.0,0,0,27.0,0.750027778,7,2
649,2015-02-07,1,finishing,Saturday,7,0.7,3.94,0.0,1200,0,0.0,0,0,10.0,0.715766667,7,2
650,2015-02-07,1,sweing,Saturday,7,0.7,24.26,658.0,6960,0,270.0,45,0,58.0,0.662270115,7,2
651,2015-02-07,1,sweing,Saturday,4,0.6,30.1,486.0,6780,30,0.0,0,1,57.0,0.600224189,7,2
652,2015-02-07,1,sweing,Saturday,5,0.7,30.1,687.0,7500,0,0.0,0,0,59.0,0.545657673,7,2
653,2015-02-07,1,finishing,Saturday,4,0.8,4.3,0.0,960,0,0.0,0,0,8.0,0.447916667,7,2
654,2015-02-07,1,sweing,Saturday,8,0.7,24.26,652.0,6840,0,300.0,37,0,57.0,0.365318713,7,2
655,2015-02-08,2,sweing,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,57.5,1.000018551,8,2
656,2015-02-08,2,finishing,Sunday,7,0.7,4.15,0.0,1440,0,0.0,0,0,12.0,0.928680556,8,2
657,2015-02-08,2,sweing,Sunday,10,0.8,22.52,1388.0,6720,88,0.0,0,0,56.0,0.9008,8,2
658,2015-02-08,2,sweing,Sunday,1,0.8,22.52,1615.0,6780,88,0.0,0,0,56.5,0.900135693,8,2
659,2015-02-08,2,sweing,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56.0,0.900129762,8,2
660,2015-02-08,2,finishing,Sunday,1,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.893066667,8,2
661,2015-02-08,2,finishing,Sunday,12,0.8,4.08,0.0,1080,0,0.0,0,0,9.0,0.891555556,8,2
662,2015-02-08,2,finishing,Sunday,2,0.8,3.94,0.0,2160,0,0.0,0,0,18.0,0.875555556,8,2
663,2015-02-08,2,finishing,Sunday,8,0.7,4.15,0.0,1800,0,0.0,0,0,15.0,0.840888889,8,2
664,2015-02-08,2,sweing,Sunday,12,0.8,15.26,1026.0,2880,63,0.0,0,0,34.0,0.800355208,8,2
665,2015-02-08,2,sweing,Sunday,9,0.8,29.12,909.0,6960,50,0.0,0,0,58.0,0.799963218,8,2
666,2015-02-08,2,sweing,Sunday,6,0.75,18.79,670.0,3960,34,0.0,0,0,33.0,0.75065101,8,2
667,2015-02-08,2,sweing,Sunday,11,0.75,10.05,629.0,3240,45,0.0,0,0,27.0,0.750027778,8,2
668,2015-02-08,2,sweing,Sunday,5,0.7,30.1,754.0,7020,0,0.0,0,0,58.5,0.700618234,8,2
669,2015-02-08,2,finishing,Sunday,6,0.75,2.9,0.0,960,0,0.0,0,0,8.0,0.610208333,8,2
670,2015-02-08,2,finishing,Sunday,9,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.607416667,8,2
671,2015-02-08,2,sweing,Sunday,4,0.65,30.1,712.0,6780,44,0.0,0,1,56.5,0.568259587,8,2
672,2015-02-08,2,sweing,Sunday,7,0.7,24.26,148.0,6960,0,0.0,0,0,58.0,0.355534483,8,2
673,2015-02-08,2,sweing,Sunday,8,0.7,24.26,154.0,6840,0,0.0,0,0,57.0,0.353259649,8,2
674,2015-02-09,2,finishing,Monday,2,0.8,3.94,0.0,2160,0,0.0,0,0,18.0,1.057962963,9,2
675,2015-02-09,2,finishing,Monday,1,0.8,3.94,0.0,1200,0,0.0,0,0,10.0,0.962016667,9,2
676,2015-02-09,2,sweing,Monday,10,0.8,22.52,1127.0,120,88,0.0,0,0,56.0,0.9008,9,2
677,2015-02-09,2,sweing,Monday,1,0.8,22.52,1506.0,3600,70,0.0,0,0,57.0,0.900509044,9,2
